timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1710109674397,14199,RegistrarUsuario,200,OK,Micro_alertas 2-190,text,true,,245,307,113,141,http://34.160.153.17/entrenamientos/alerta,,14199,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3891
1710109674405,14222,RegistrarUsuario,200,OK,Micro_alertas 2-180,text,true,,245,307,112,140,http://34.160.153.17/entrenamientos/alerta,,14222,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,5625
1710109674397,14339,RegistrarUsuario,200,OK,Micro_alertas 2-186,text,true,,245,307,111,139,http://34.160.153.17/entrenamientos/alerta,,14339,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3892
1710109674397,14352,RegistrarUsuario,200,OK,Micro_alertas 2-182,text,true,,245,307,110,138,http://34.160.153.17/entrenamientos/alerta,,14352,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3893
1710109674399,14370,RegistrarUsuario,200,OK,Micro_alertas 2-231,text,true,,245,307,109,137,http://34.160.153.17/entrenamientos/alerta,,14370,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3925
1710109674397,14375,RegistrarUsuario,200,OK,Micro_alertas 2-192,text,true,,245,307,108,136,http://34.160.153.17/entrenamientos/alerta,,14375,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3891
1710109674398,14386,RegistrarUsuario,200,OK,Micro_alertas 2-260,text,true,,245,307,107,135,http://34.160.153.17/entrenamientos/alerta,,14386,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3925
1710109674401,14391,RegistrarUsuario,200,OK,Micro_alertas 2-377,text,true,,245,307,107,135,http://34.160.153.17/entrenamientos/alerta,,14391,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,4006
1710109674259,14536,RegistrarUsuario,200,OK,Micro_alertas 2-62,text,true,,245,307,105,133,http://34.160.153.17/entrenamientos/alerta,,14536,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,1006
1710109674399,14396,RegistrarUsuario,200,OK,Micro_alertas 2-282,text,true,,245,307,105,133,http://34.160.153.17/entrenamientos/alerta,,14396,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3922
1710109674397,14450,RegistrarUsuario,200,OK,Micro_alertas 2-257,text,true,,245,307,103,131,http://34.160.153.17/entrenamientos/alerta,,14450,UTF-8,1,0,ip-192-168-20-46.ec2.internal,0,3119
